language,incl,done,category,id,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,sensory,headword type,similarity,mechanism,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,ginger,ginger,Zingiber officinale,Asia,spice; plant,yes,,,ginger,,,,default,done,,,,see Ross,,no,,van_wyk_culinary_2014,,yes,ginger,OED,https://www.oed.com/view/Entry/78372,,eOE,7,,OED,9,,,,,,,,,,,"Originally < post-classical Latin gingiber (see below); subsequently reinforced by Anglo-Norman gingevere, gyngyver, ginguivre, gingefre, gingure, gynger, Anglo-Norman and Old French (Normandy) gingivere, Anglo-Norman and Old French, Middle French gingibre, gingembre (12th cent.; end of the 11th cent. in Rashi as jenjevre; French gingembre) < post-classical Latin gingiber (4th cent.; frequently from 12th cent. in British sources), variant of classical Latin zingiber , zingiberi (Pliny; in post-classical Latin also zinziber , zinziberi (6th cent.)) < Hellenistic Greek ζιγγίβερις , ζιγγίβερι (Dioscorides), < Pali siṅgivera or its etymon, a Dravidian compound < the Dravidian base of Malayalam iñci , Tamil iñci ginger (both with regular loss of an initial sibilant) + the Dravidian base of Malayalam vēr , Tamil vēr root (compare vetiver n.). The Dravidian base of e.g. Malayalam iñci is in turn a borrowing < an unidentified language of south-east Asia; for parallels in other, mutually unrelated, languages compare e.g. Khasi sying (pronounced /sʔiŋ/), Thai khing, Vietnamese gừng, Chinese jiāng (already in Old Chinese), all in sense ‘ginger’.","Bald's Leechbk. (Royal) (1865) i. xiv. 56   Wiþ seaðan, recels lytel, swefl, swegles æppel, weax, gingifer.",,unanalyzable,simple,1,yes,phonetic,basic,,,,ginger,,,ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper retrofactum,Asia,plant; spice,,,,Balinese long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Balinese,long pepper,,Balinese,long pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,Indian long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Indian,long pepper,,Indian,long pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper retrofactum,Asia,plant; spice,,,,Javanese long pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Javanese,long pepper,,Javanese,long pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper longum,Asia,spice; plant,yes,,,long pepper,,,,default,done,,,,loan tr. Latin; After classical Latin piper longus,,yes,,van_wyk_culinary_2014,,yes,long pepper,OED,https://www.oed.com/view/Entry/109975?redirectedFrom=long+pepper#eid38794535,,eOE,7,,OED,9,Bald's Leechbook,,,,,,,,,,"Long pepper was formerly supposed to be the flowers or unripe fruits of the pepper plant, Piper nigrum.  [After classical Latin piper longus; compare Anglo-Norman as poivre lonc (13th cent.; Middle French, French poivre long) and also Middle Dutch lanc peper (Dutch lange peper), Middle Low German lanc pēper, lancpēper, Old High German langpfeffar (Middle High German langer pheffer, German langer Pfeffer), Old Swedish langa pipar (Swedish långpeppar).] ",Bald's Leechbk. (Royal) (1865) ii. vii. 186   Genim..langes pipores x corn.,,analyzable,compound,2,yes,calque,modified,yes,,long,pepper,,long,pepper,,shape,visual,prototype similarity,,calque,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,pippali,,,,alternative,,,,,from Sanskrit,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,pippali,,,pippali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,long pepper,long pepper,Piper longum,Asia,plant; spice,,,,thippali,,,,alternative,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,thippali,,,thippali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,nutmeg,mace,Myristica fragrans,Asia,spice,yes,,,mace,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,mace,OED,https://www.oed.com/view/Entry/111787,,1234,13,,OED,,,,,,,,,,,,"Origin: Either (i) a borrowing from French. Or (ii) a borrowing from Latin. Etymons: French macis; Latin macis. Etymology: < Old French macis (although only attested slightly later than in Middle English) or its etymon post-classical Latin macis aril surrounding the nutmeg (12th cent.). The form macis was taken as a plural in Middle English and a new singular mace was formed from it. Compare Old Occitan macis (14th cent.), Italian macis, †mace (14th cent.), Spanish macis (1525), Portuguese macis (14th cent.). It is uncertain whether there is any connection with classical Latin macir resin of an Indian tree (Pliny), Hellenistic Greek μάκιρ. There is no probable connection with classical Latin maccis, the name of an imaginary spice in Plautus.","Close Roll, 18 Henry III (P.R.O.: C 54/45) m. 29   x. li. de Gariofil [et] x. li. de maces [et] x. li. de folio.",,unanalyzable,simple,1,yes,phonetic,basic,,,,mace,,,mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,nutmeg,nutmeg,Myristica fragrans,Asia,spice; plant,yes,,,nutmeg,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,nutmeg,OED,https://www.oed.com/view/Entry/129313,,1387,14,,OED,,,,,,,,,,,,"Origin: Either (i) formed within English, by compounding; probably modelled on a French lexical item. Or (ii) a borrowing from French, combined with an English element; probably modelled on a French lexical item. Etymons: nut n.1, English muge; French muge, mugue. Etymology: < nut n.1 + a second element which is either Middle English muge musk (rare; also denoting a fragrant herb, probably sweet woodruff; compare in this sense Anglo-Norman muge de bois (c1265), post-classical Latin herba muscata (14th cent. in a British source), and mugget n.2) or its etymon Anglo-Norman muge, mugue and Old French mugue musk (end of the 11th cent.; ultimately < post-classical Latin muscus musk n.), probably after Anglo-Norman nois mugette (also nois muscade, nois muscate) and Middle French noix muguette (14th cent.; 12th cent. in Old French as noiz mugate, noiz muguete, noiz muscade, noiz muscate, 13th cent. as noiz musgade; French noix muscade). No compound in mugue musk, directly paralleling the English word, is attested in either Anglo-Norman or Old French, but compare post-classical Latin nux muga (1325), nux de muga (1314; both in British sources); compare also post-classical Latin nux mugata (1328, 1372 in British sources). Compare Catalan nou moscada (1249 as nou noscada ), Old Occitan noz muscada (c1250), Italian noce moscata (early 14th cent. in plural as noci moscade , noci moscate ), Spanish nuez moscada (14th cent.; also 1493 or earlier as nuez muscada ), post-classical Latin nux muscata (see nux moschata n.).   The Romance compound has been borrowed into several Germanic languages, compare Middle Dutch notemusscate (Dutch nootmuskaat , notemuskaat ; also muskaatnoot denoting the fruit containing the nutmeg), Middle High German muscātnuz (German Muskatnuss ), Swedish muskotnöt , Danish muskatnød .   The vowel of the second element in the β and γ forms is unexplained.   The U.S. regional γ forms nutten-egg and nuttin'-aig probably represent reanalysis by folk etymology as if < nuttin' n. + egg n.   Sense A. 4 is often said to be a survival in a transferred use of sense A. 3, but the lack of 20th-cent. evidence of the latter suggests that there may be some other origin. It has also often been suggested that this sense arose from rhyming slang for leg, but there is no independent evidence to support this assumption. (Show Less)",Foreign Accts. (Public Rec. Office) (MED)   xlv lb. de Nutimenge [perh. read Nutimeuge].,,semi-analyzable,compound,2,yes,phonetic,cranberry,no,,,nutmeg,,,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice; plant,,,,black pepper,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/19670?redirectedFrom=black+pepper#eid19404792,,eOE,9,,,,Bald's Leechbook,,,,,,,,,,,,,analyzable,compound,2,maybe,calque,modified,yes,,black,pepper,,black,pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,white pepper,,,,alternative,,,,,,,no,,,,yes,,OED,https://www.oed.com/view/Entry/228566?redirectedFrom=white+pepper#eid14373880,,c1300,14,,,,,,,,,,,,,,,,,analyzable,compound,2,maybe,calque,modified,yes,,white,pepper,,white,pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,green pepper,,green peppercorns,,alternative,,,,,,,yes,,,,,,OED,https://www.oed.com/view/Entry/277092,,1565,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,green,pepper,,green,pepper,,color,visual,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,Madagascar pepper,,,,alternative,,,,,can be P. borbonense,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Madagascar,pepper,,Madagascar,pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,Malabar pepper,,,,alternative,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Malabar,pepper,,Malabar,pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,peppercorn,,,,alternative,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,,pepper,corn,,pepper,corn,plant part,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice,,,,Tellicherry black pepper,,,,alternative,,,,,variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Tellicherry,black pepper,,Tellicherry black,black pepper,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,pepper,pepper,Piper nigrum,Asia,spice; plant,yes,,,pepper,,,,default,done,,,,,,yes,,van_wyk_culinary_2014,,yes,pepper,OED,https://www.oed.com/view/Entry/140433,,eOE,7,,OED,9,Bald's Leechbook,,,,,,,,,,"< classical Latin piper, a loanword < Indo-Aryan (as is ancient Greek πέπερι ); compare Sanskrit pippalī long pepper. Compare Anglo-Norman and Old French, Middle French, French poivre (c1140 in Old French as peivere : see poivrade n.), Old Occitan, Occitan pebre (a1126), Catalan pebre pepper (1249), Spanish pebre (1291 or earlier), Italian pepe (a1262), †pepero (mid 15th cent. or earlier; also as †pepere, †pipere), (now regional (northern)) pevere (13th cent. as peiver). The Latin word was also borrowed into other Germanic languages at an early date; compare Old Frisian piper (West Frisian piper), Middle Dutch peper (Dutch peper), Old Saxon pepar, piperi (Middle Low German pēper, pepper, German regional (Low German) Peper, Pepper), Old High German pfeffar (Middle High German pfeffer, German Pfeffer), Old Icelandic piparr, Old Danish piber, pipær (Danish peber), Old Swedish pepar, pipar, piper (Swedish peppar, †pepar). Middle English forms in pep- probably reflect an unattested later Old English form *peper with -e- for Latin -i- , although perhaps compare also very occasional occurrences of peper for piper in post-classical Latin (probably 9th cent. or earlier).   With black pepper , white pepper compare classical Latin piper nigrum , piper album .",,,unanalyzable,simple,1,yes,phonetic,basic,,,,pepper,,,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,saffron,saffron,Crocus sativus,Asia,spice; plant,yes,,,saffron,,,,default,done,,,,plant is saffron crocus,,no,,van_wyk_culinary_2014,,yes,saffron,OED,https://www.oed.com/view/Entry/169701,https://en.wiktionary.org/wiki/saffron,c1200,13,,OED,,,,,,,,,,,,"Etymology: < French safran (12th cent. in Hatzfeld & Darmesteter), whence also Middle Low German safferân, Middle Dutch saffraen (Dutch saffraan), Middle High German saffrân (modern German safran). The ultimate source is Arabic zaʿfarān (adopted unchanged in Turkish, Persian, and Hindi); also Jewish Aramaic zaʿperānā). The Arabic word with prefixed definite article, azzaʿfarān, is represented by Spanish azafran, Portuguese açafrão; the word without this prefix gives rise to Italian zafferano, zaffrone, Provençal safran, safrá, Catalan safrá, French safran, medieval Latin safranum, medieval Greek ζαϕρᾶς, modern Greek σαϕράνι, Russian šafran. The origin of Arabic zaʿfarān is unknown; it is not connected with çafrā' feminine of açfar yellow. The Turkish synonym çafrān (Zenker; given in Redh.-Wells only as an incorrect pronunciation) may however be derived from this adjective, and may be the source of some of the European forms.",Trin. Coll. Hom. 163   Hire winpel wit oðer maked ȝeleu mid saffran.,,unanalyzable,simple,1,yes,phonetic,basic,,,,saffron,,,saffron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,,,anise pepper,,,,alias,,,,,,,no,,austin_sichuan_2008,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,anise,pepper,,anise,pepper,,similarity in taste,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,,brown pepper,,,,alias,,,,,,,no,chang_food_1977,austin_sichuan_2008,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,brown,pepper,,brown,pepper,,color,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Z. bungeanum; Z. armatum; Z. simulans,Asia,,,,,Chinese pepper,,,,alias,,,,,,,yes,53,davis_vocabulary_1824,https://books.google.com.hk/books?id=IRkTAAAAYAAJ&pg=PA53&dq=%22Chinese+pepper%22&hl=en&sa=X&ved=2ahUKEwiNidavg533AhUAglYBHfPcAiUQ6AF6BAgFEAI#v=onepage&q=%22Chinese%20pepper%22&f=false,yes,,OED,https://www.oed.com/view/Entry/100761?redirectedFrom=Japanese+pepper#eid132557659,,1972,20,,,,,,,,,,,,,,x,"Chinese Pepper, chuen-tseaou",,analyzable,compound,2,no,,modified,yes,,Chinese,pepper,,Chinese,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,,Chinese prickly ash,,,,alternative,,,,,,,no,,,,,,,,,1978,20,,,,Books,,https://www.google.com/search?q=%22chinese+prickly+ash%22&lr=lang_en&biw=1920&bih=937&sxsrf=APq-WBsuIEuoz8rYuKMJKoae9NvPy7fzBQ%3A1650268382998&source=lnt&tbs=lr%3Alang_1en%2Ccdr%3A1%2Ccd_min%3A1%2F1%2F1800%2Ccd_max%3A12%2F31%2F1980&tbm=bks,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Chinese,prickly ash,,Chinese,prickly ash,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,,,Japanese pepper,,,,related,,,sansho,,,,yes,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/100761?redirectedFrom=Japanese+pepper#eid132557659,,1861,19,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Japanese,pepper,,Japanese,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,,,Japanese prickly-ash,,,,related,,,sansho,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,Japanese,prickly-ash,,Japanese,prickly-ash,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum armatum,Asia,,,,,Nepal pepper,,,,related,,,,,timut; timur pepper,,yes,,austin_sichuan_2008,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Nepal,pepper,,Nepal,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,,prickly ash,,,,related,,,used for American Zanthoxylum species,,,,no,,,,yes,,OED,https://www.oed.com/view/Entry/151170?redirectedFrom=prickly+ash#eid28311053,,1705,18,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,prickly,ash,,prickly,ash,,taste,tactile; gustatory,plant part,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum armatum,Asia,,,,,winged prickly ash,,,,alternative,,,,,,,no,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,3,no,,modified,yes,,winged,prickly ash,,winged,prickly ash,,shape,visual,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,spice,yes,,,Sichuan pepper,,,,default,done,,fagara,,Szechwan,,no,,van_wyk_culinary_2014,,,,,,,1929,20,,,140,hooper_chinese_1929,,https://www.biodiversitylibrary.org/item/148355#page/152/mode/1up,,,,,,,,,The Szechuan pepper plant has been identified as Z. piperitum […],,analyzable,compound,2,yes,calque,modified,yes,,Sichuan,pepper,,Sichuan,pepper,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum simulans,Asia,,,,,chuan jiao,,,,alternative,,Sichuan-pepper,Sichuan pepper in Chinese,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,chuan jiao,,,chuan jiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum ailanthoides,Asia,,,,,yue jiao,,,,related,,climb-pepper,Vietnamese pepper,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,yue jiao,,,yue jiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum armatum,Asia,,,,,zhu ye jiao,,,,alternative,,Bamboo leaf pepper in Chinese,,,,,no,,van_wyk_culinary_2014,,yes,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,zhu ye jiao,,,zhu ye jiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum spp.,Asia,,,,,fagara,,,,alternative,,,some Zanthoxylum,,Arabic,,yes,chang_food_1977,austin_sichuan_2008,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,fagara,,,fagara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxilum schinifolium,Asia,,,,,sancho,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,sancho,,,sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum piperitum,Asia,,,,,sansho,,,,related,,mountain-pepper in Japanese,sansho,,mixed with Sichuan pepper,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,sansho,,,sansho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,Sichuan pepper,Sichuan pepper,Zanthoxylum alatum,Asia,,,,,timut,,timur,,related,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,unanalyzable,simple,1,yes,phonetic,basic,,,,timut,,,timut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,,,,,Chinese anise,,anise of China,,alias,,,,,,,yes,,van_wyk_culinary_2014,,yes,,OED,https://www.oed.com/view/Entry/7811?redirectedFrom=chinese+anise#eid3159164,,1727,18,,,,,,,,,,,,,,x,R. Hogg Veg. Kingdom 23   The seed vessels are imported from China under the name of Chinese Anise..and from it a great portion of..Oil of Anise is obtained.,,analyzable,compound,2,no,,modified,yes,,Chinese,anise,,Chinese,anise,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,,,,,Chinese fennel,,,,alias,,,,,,,,,,"https://www.pages.fr/badian.html#:~:text=This%20term%20pronounced%20in%20Mandarin,referred%20to%20by%20many%20nicknames.",,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Chinese,fennel,,Chinese,fennel,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,,,,,Chinese star anise,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,x,,,analyzable,compound,3,no,,modified,yes,,Chinese,star anise,,Chinese,star anise,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,,,,,Siberian anise,,,,alias,,,,,,,,,,"https://www.pages.fr/badian.html#:~:text=This%20term%20pronounced%20in%20Mandarin,referred%20to%20by%20many%20nicknames.",,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Siberian,anise,,Siberian,anise,,geographic origin,,prototype similarity,chemical,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,spice,yes,,,star anise,,star aniseed; star of anise,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,star anise,OED,https://www.oed.com/view/Entry/189081?rskey=Mw7trK&result=2#eid20855292,,1767,18,,OED,,,,,,,,,"6,992",0.16,,NA,"tr. Tariff, or Bk. Rates 56 (table)    Бадьянь [sic], Star-anis-seed.",,analyzable,compound,2,no,,modified,yes,,star,anise,,star,anise,,shape,visual,prototype similarity,chemical,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,star anise,star anise,Illicium verum,Asia,spice,,,,badian,,,,historic,,,,,now chiefly historical,,no,,,,yes,,OED,https://www.oed.com/view/Entry/14568#eid29626934,,1693,17,,,,,,,,,,,,,,"< French badiane, †badian (1681), apparently < Persian bādyān fennel, anise, of uncertain origin.","tr. P. Avril Trav. Europe & Asia iii. 175   The Ginseng-Roots, the Pearls and Badian [Fr. du Badian] which the River Yamour affords.",,unanalyzable,simple,1,yes,phonetic,basic,,,,badian,,,badian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,turmeric,turmeric,Curcuma longa,Asia,root; spice,,,,Indian saffron,,,,alias,,,,,,,yes,,,,yes,,OED,https://www.oed.com/view/Entry/169701?redirectedFrom=Indian+saffron#eid24648218,,1728,18,,,,,,,,,,,,,,,"E. Chambers Cycl. at Turmeric   The Indians use it to dye their Rice, and other Foods, of a yellow Colour; whence some call it Indian Saffron.",,analyzable,compound,2,no,,modified,yes,,Indian,saffron,,Indian,saffron,,geographic origin,,prototype similarity,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,turmeric,turmeric,Curcuma longa,Asia,,,,,curcuma,,,,alternative,,,,,,,no,,,,yes,,OED,https://www.oed.com/view/Entry/45985?redirectedFrom=curcuma#eid,,1617,17,,,,,,,,,,,,,,"medieval or modern Latin < Arabic kurkum saffron, turmeric: see crocus n.","J. Mosan tr. C. Wirsung Gen. Pract. Physick 2nd Table   Turmericke, Cyperus Indicus, the Apothecaries call it Curcuma.",,unanalyzable,simple,1,yes,learned loan,basic,,,,curcuma,,,curcuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,turmeric,turmeric,Curcuma longa,Asia,spice; plant,yes,,,turmeric,,,,default,done,,,,,,no,,van_wyk_culinary_2014,,yes,turmeric,OED,https://www.oed.com/view/Entry/207661,,1545,16,,OED,,,,,,,,,,,,"Etymology: Origin obscure. The English forms vary greatly, but tarmaret, tormarith resemble a recorded French terre mérite and medieval or modern Latin terra merita ‘deserving or deserved earth’, a name which the powder is said by Littré to have borne in commerce. The reason and origin of this Latin and French appellation are obscure; but in English the final t appears (by scribal error, or phonetic differentiation, or influence of such words as arsenic) to have become c or k, with the second r sometimes changed to l or n. Some have suggested a corruption of the Persian-Arabic name kurkum ‘saffron’, whence Latin curcuma, French curcuma, and Spanish curcuma; but the change seems too unlikely. The application of the name in English to Tormentil arose apparently from some real or fancied similarity of properties or uses. (Littré has s.v. Curcuma ‘safran des Indes et curcuma, dite terre-mérite, quand elle est réduite en poudre’. Hatzfeld & Darmesteter have also, s.v. Curcuma, Du Pinet, 16th cent. in Delbœuf Recueil ‘La curcuma ou terra merita des apothicaires’.)",Rates Custome House sig. cvjv   Tarmaret the C. pounde xl.s.,,unanalyzable,simple,1,yes,phonetic,basic,,,,turmeric,,,turmeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,vanilla,vanilla,Vanilla planifolia,America,cultivar,,,,Bourbon vanilla,,,,alternative,,,,,flat-leaved vanilla,,,,Wikipedia,,,,,https://www.oed.com/view/Entry/22092?redirectedFrom=Bourbon&,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Bourbon,vanilla,,Bourbon,vanilla,,source,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,vanilla,vanilla,Vanilla planifolia,America,product,,,,French vanilla,,,,other,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,French,vanilla,,French,vanilla,,source,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,vanilla,vanilla,Vanilla tahitensis,America,cultivar,,,,Tahitian vanilla,,,,alternative,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2,no,,modified,yes,,Tahitian,vanilla,,Tahitian,vanilla,,geographic origin,,prototype,,,,,,,,,,,,,,,,,,,,,,,,
English,yes,yes,vanilla,vanilla,Vanilla spp.,America,spice; plant,yes,,,vanilla,,,,default,,,,,,,no,,van_wyk_culinary_2014,,yes,vanilla,OED,https://www.oed.com/view/Entry/221377,,1662,17,,OED,,,,,,,,,,,,"In earlier use < older Spanish vaynilla , now vainilla , diminutive of vaina ( < Latin vāgīna vagina n.) sheath. Subsequently < modern botanical Latin Vanilla , from the same source. Compare Italian vainiglia , Portuguese bainilha , baunilha , French vanille vanille n.","H. Stubbe Indian Nectar ii. 11   They added..the Vaynillas [to the chocolate] for the like ends, and to strengthen the brain.",,unanalyzable,simple,1,yes,phonetic,basic,,,,vanilla,,,vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
